Gene.symbol	logFC	P.Value	adj.P.Val
TMEM97	1.2000424924011224	1.3107167711001445e-72	2.8945883381287472e-71
NAT9	0.7253181662056614	1.3594915073770853e-72	2.994188187463748e-71
TIMELESS	0.9406872330859555	1.5346223816602523e-72	3.370791856644042e-71
PLA2G10	-1.9980457141804138	1.578944041751878e-72	3.4588212355473265e-71
ACVRL1	-1.01794348844356	2.0247348268414148e-72	4.423475631080614e-71
KAT2A	0.7415291971873215	2.1503220520102126e-72	4.6852872732169045e-71
TESK2	-0.7508085961103097	2.6573617255811875e-72	5.774624187136293e-71
CLCA1	-3.869504882300591	2.7951718993986587e-72	6.057940374521188e-71
ILF2	0.5751107769608428	2.931163451521986e-72	6.335822537520601e-71
CPSF4	0.6220050611007029	3.1169155632149327e-72	6.71950923932235e-71
NUP107	0.6550934263876673	3.9833880591819674e-72	8.564809840177797e-71
CLNS1A	0.5623432141809221	4.3804158412426066e-72	9.393686497443685e-71
STIM1	-0.5486498466610454	6.111427802775805e-72	1.3071397681055127e-70
PADI2	-1.030350039517101	6.413486056441025e-72	1.3681543946057046e-70
ENOPH1	0.7667162315754368	6.736225649333559e-72	1.433250726277263e-70
TEX30	0.9717828578616317	7.845576484812516e-72	1.6649375722587812e-70
TRMT1	0.7818257813876546	1.0421633429744565e-71	2.2058672939997003e-70
LIMA1	-1.2636760380040375	1.056872400362416e-71	2.2312054897806548e-70
EXOSC7	0.8861029770044055	1.122041642631554e-71	2.362665980828045e-70
NT5DC2	0.9837803319698324	1.2000338706249898e-71	2.5203804153925366e-70
CENPA	1.2194518174485873	1.2046623309384741e-71	2.523597258307873e-70
ODF2	0.5961489784802501	1.3501582219721135e-71	2.8211382950899364e-70
TCF21	-1.013783284455851	1.4413867289855905e-71	3.004056382225979e-70
ACD	0.6604073649891626	1.4929831156755187e-71	3.103652910622398e-70
SRPRB	0.6818971543047763	1.5274806817176494e-71	3.1672875509712786e-70
MRPL9	0.47261444363538274	1.5528874331755068e-71	3.2117968763825395e-70
CAPN2	-0.9255633506816867	1.5573407937637292e-71	3.2128531970583877e-70
CLIC5	-1.5066079289835521	1.7558240339151392e-71	3.613184356660219e-70
C1orf112	0.7636502565369208	1.9189564102007043e-71	3.9389359664296064e-70
SSB	0.6125380995163905	2.031266290818527e-71	4.158992212030196e-70
ACTL6A	0.6501287169367735	2.073690534850187e-71	4.2352140773168355e-70
NEBL	0.7260585546341849	2.629089266721529e-71	5.3561121086284347e-70
SNRPF	0.7750149701043973	6.301186203774183e-71	1.280507889639796e-69
ST7	0.5613583497008845	7.650704670485172e-71	1.5508853820841707e-69
MSX2	1.5694175512005772	8.06803515852871e-71	1.6314247768449244e-69
SORD	1.0147134030679288	8.559351339645988e-71	1.72648896204889e-69
HMGCL	-0.6687023603364786	8.896024699065273e-71	1.7899680314242694e-69
POLR1F	0.7062911031558041	1.0772729282507941e-70	2.1622406631319512e-69
RAE1	0.88373389212778	1.1764984391866176e-70	2.355598471973402e-69
CES2	-1.7745241009892272	1.3127991226882445e-70	2.6220588359770843e-69
MTERF3	0.7028752222030281	1.7573275993117508e-70	3.501335600682508e-69
NOC3L	0.7720066373751946	1.7840651794856205e-70	3.5459383286898345e-69
WASL	-0.7612075577312485	1.8441124647670586e-70	3.656367998877558e-69
CYP4F12	-1.248047815493039	2.1361559780873533e-70	4.2251298702509323e-69
LMNB2	0.8610346993702747	2.4710283572085326e-70	4.875644087867392e-69
MT1H	-2.260744519591884	2.9022504382012936e-70	5.712666381860468e-69
PMAIP1	1.1511315638968105	2.9827602747757313e-70	5.856991199794562e-69
RPS7	0.5788013188370726	4.1451715691657894e-70	8.119952672387504e-69
SULF1	2.0280747883705814	6.650108806218544e-70	1.2995620302607892e-68
XPO4	0.7629199591274505	9.188228248266452e-70	1.7912648802661082e-68
DSCC1	1.04478075604219	9.253084613863584e-70	1.7996034968585763e-68
CHPF	0.734311584392632	9.452262909811676e-70	1.8339640583822702e-68
MCM6	0.9660858935186241	1.0503345818092514e-69	2.033058552770449e-68
UCHL3	0.7729386879898286	1.1447420532533554e-69	2.2105457326923207e-68
DIAPH3	0.9663357656293288	1.24484594252208e-69	2.398167750735799e-68
CALM1	-0.709505620349379	1.4884717452564563e-69	2.860744399078977e-68
IMP4	0.5995707303765521	1.5176045101769324e-69	2.9098727419839586e-68
RBM28	0.5755511015292152	1.685093169991319e-69	3.2234329207181358e-68
DDX21	0.9114313084734569	1.9575553421260342e-69	3.735859129504697e-68
ACTR5	0.6953446837248425	2.00651538999913e-69	3.819819324650806e-68
LSM7	0.6650258762501906	2.010924641397958e-69	3.819819324650806e-68
HJURP	0.9322457507332222	2.026266195127139e-69	3.840010052114198e-68
BTNL3	-1.3342308140234191	3.976966596318242e-69	7.519327330254606e-68
PIGZ	-1.7005774295799156	4.184316875609281e-69	7.893055143365748e-68
TMEM158	1.37285641386275	4.4045628850567506e-69	8.289326316472855e-68
SMARCC1	0.7048443278533032	4.63661310768833e-69	8.705935533306959e-68
ANPEP	-2.763887956567266	4.722560992703664e-69	8.846930926331531e-68
SPDL1	0.8376896652240182	5.468648575533993e-69	1.022110487202443e-67
PPP1CB	-0.6546970389696707	5.675895086855674e-69	1.0584180563566793e-67
STC1	1.4836386192638544	5.832931636315543e-69	1.0852182626560585e-67
BZW2	0.6168084092225694	7.328839307662815e-69	1.3604262304816464e-67
ADCY6	-0.7632902029242699	8.213654919031999e-69	1.5212062257998126e-67
KCTD9	-0.9841584908018488	1.094013003753535e-68	2.0215673395890156e-67
COL10A1	2.2219958055955447	1.2028702606577698e-68	2.2176899896154223e-67
COLGALT1	0.6315601861469542	1.5016168843413562e-68	2.7622293432274743e-67
GLO1	0.6148139773811607	1.6289843297771786e-68	2.9897732665212224e-67
ASNS	1.100185061245183	1.6719065036768387e-68	3.061655303025294e-67
ACADM	-1.0228698560031901	2.0142326447283227e-68	3.680264982486794e-67
TGS1	0.7577199755653785	2.3283876607501783e-68	4.244749675045459e-67
BDKRB2	-0.9797263995585395	2.4093461410171613e-68	4.3825360944528673e-67
CHAF1B	0.7041089330404375	2.480389360152504e-68	4.501713339840257e-67
LARGE1	-0.7241752657001355	2.9501840310270603e-68	5.342455481964336e-67
SET	0.5240450502764809	3.5832349899041717e-68	6.474452756702683e-67
CDC45	1.1536224098493113	3.990341261696393e-68	7.194090916275201e-67
FARSA	0.5681633737367617	5.376479892038791e-68	9.671729501153226e-67
COL4A1	1.4528929102952866	5.927774692220901e-68	1.0639963869363021e-66
VILL	-1.1588261148526913	6.212724657236785e-68	1.1126921589411552e-66
MTHFD1	0.7404165327656873	6.617274085650267e-68	1.1825475114904391e-66
TGDS	0.7271274108326526	8.41057643122069e-68	1.4997327645080396e-66
DIMT1	0.7045190583289198	9.085922832957389e-68	1.6166197634447544e-66
WDR46	0.7269197667799281	9.688595487881247e-68	1.7200950899944287e-66
LONP1	0.669165661413178	1.0879093617020917e-67	1.925416702476529e-66
PKMYT1	0.7196561084249931	1.0892343843927843e-67	1.925416702476529e-66
NAT2	-1.6630667228799823	1.145257779593115e-67	2.0200661571221415e-66
SNU13	0.5736887486903743	1.235455620310017e-67	2.1744552591590344e-66
PRPF19	0.5959090579090205	1.2537149211232667e-67	2.2018368302227372e-66
SELENOP	-1.6021828419834936	1.585333485779124e-67	2.7782543173363614e-66
USP2	-1.1454408739311148	1.5984026862693438e-67	2.795146671761563e-66
DNMT1	0.7966181900349216	1.725255156185408e-67	3.010514832495694e-66
CKS1B	0.8890916387428707	2.180144573277171e-67	3.796153446075997e-66
ORC6	1.0149575686117291	2.2286846405699294e-67	3.872398962900715e-66
COL5A2	1.5214671198285288	2.4418791086608404e-67	4.233802735420679e-66
COL1A2	1.6774414238826232	2.5970545777715077e-67	4.4932903936857786e-66
NEK2	1.2431653879638942	2.6170809131050757e-67	4.5183458391723017e-66
POGLUT2	0.6958100810437706	3.3858099531239224e-67	5.833185054546902e-66
FADS1	1.2677640072167415	3.4596502496666966e-67	5.947824870154834e-66
MYO1C	-0.6595570963028958	3.778764715423146e-67	6.482769192838572e-66
POLR3C	0.5362578101193023	3.7997207834879646e-67	6.505026190051139e-66
BID	0.7853457425280777	3.8302684593839636e-67	6.543576032603757e-66
ASAP2	-0.5720161387743552	5.161746739366375e-67	8.799806313618534e-66
MAPK3	-0.807594643123668	5.564401165475082e-67	9.466452003644353e-66
HMGCS2	-2.753607043114103	6.483048379248696e-67	1.1006325258853671e-65
TNFRSF6B	1.7949155934462189	6.657468845946985e-67	1.1278942541709353e-65
TBRG4	0.6925476788105502	8.370003221956835e-67	1.4150862293719138e-65
IMPDH2	0.680476919186729	8.592920793267485e-67	1.4497662845618372e-65
TMEM59	-0.7447325931669369	8.721934959203836e-67	1.4684927269122324e-65
NCL	0.64836944436797594	1.0336283735098885e-66	1.7367087867488829e-65
UBD	2.327163919290225	1.541321011320315e-66	2.5844084200101334e-65
CALU	1.0032622993469502	1.6421252972187267e-66	2.747778038405627e-65
CGRRF1	-0.705302613080292	1.6512274614770843e-66	2.7573468408968774e-65
PSMD14	0.703802373340082	2.0446420188858139e-66	3.4073185709407974e-65
POLE3	0.5847394132122012	2.2316742166729615e-66	3.7038704409304754e-65
EDNRA	1.328696820365587	2.231685343596593e-66	3.7038704409304754e-65
NOP16	0.8191841453336721	2.385705661580787e-66	3.951446226874357e-65
CELSR3	0.8922895705986287	2.629456049234651e-66	4.34633617549963e-65
PLK1	0.7916766748548376	2.887249560750379e-66	4.762792848290453e-65
CFB	1.3732147893298592	2.995006695602531e-66	4.930567588376772e-65
WDR4	0.818652090434882	3.2866245810506935e-66	5.399738651407682e-65
C1orf109	0.6572315478521098	3.4750345245723293e-66	5.697798056486904e-65
GTF2F2	0.7242810875278884	3.8230445158142517e-66	6.2558212368213525e-65
TNFSF10	-1.1477798020283032	4.16919709048513e-66	6.808574567207079e-65
SNX24	-0.7906968554344882	4.3925774510389833e-66	7.1590227297033346e-65
KBTBD11	-1.1181206448202143	4.4891754899060544e-66	7.301854504440007e-65
MELK	0.952935694255876	4.842908313783234e-66	7.86152586633856e-65
IL10RB	-0.8735040222398531	5.04760332117047e-66	8.177518780162657e-65
UTP18	0.6630784080178831	8.055335361512493e-66	1.3024390448604228e-64
TKT	0.7124515223256234	8.967745256611263e-66	1.4470921999232709e-64
LY6E	1.3382585809063308	9.931187113934851e-66	1.599392169791603e-64
MARS1	0.6803236073925554	1.2682608813319845e-65	2.038472962914071e-64
PACSIN2	-0.6984277271671093	1.396902157850289e-65	2.2408180480948832e-64
RNF114	0.8279614719993056	1.5472878092113923e-65	2.477180423823897e-64
P2RX4	-0.9601091454551876	1.8924825089248024e-65	3.0238901892604344e-64
AGT	1.5526104561934275	1.90014278472309e-65	3.030188562173867e-64
PJA2	-0.7629882728663251	1.961327917042307e-65	3.121652577339406e-64
ANXA3	1.0432136929220377	2.0827919064747985e-65	3.3085129134236124e-64
MMP11	1.4114262765776946	2.322716274325969e-65	3.682454264490724e-64
LY6G6D	2.641715793777564	2.4300067748292267e-65	3.8450728559385183e-64
CCNB1	1.2096660236549859	2.5022503744589014e-65	3.951712849121238e-64
PTPRF	-0.7733167241972616	3.3446233469544593e-65	5.271825078207329e-64
PUM3	0.6895425911491895	4.584698100138014e-65	7.212491277610942e-64
DDX39A	0.7717899803988981	4.95770073103327e-65	7.78425881641428e-64
CTNNBL1	0.7375935119592754	6.254740733900971e-65	9.801900430876733e-64
MSX1	1.1846716223232674	6.5855616771819785e-65	1.030052631619116e-63
GZMB	1.8433613993538076	7.2692406940900304e-65	1.1336132622226245e-63
NUSAP1	0.9981600642312642	7.275490687721593e-65	1.1336132622226245e-63
TOP2A	1.235819964818015	7.607681154857949e-65	1.182115758141813e-63
GDPD5	1.2584309077018645	7.615790563559355e-65	1.182115758141813e-63
KLF9	-1.1836219659774745	7.742110195296296e-65	1.1994383266439071e-63
SGK2	-1.3064888078787291	8.366586285368552e-65	1.293725078547786e-63
JCHAIN	-2.806625952836031	8.870123768607161e-65	1.3689893672420407e-63
GCNT3	-2.1874482382570175	1.1766086160042638e-64	1.8125110797388935e-63
DIO2	1.2149982224971625	1.4102934124516111e-64	2.1683926449185245e-63
UGT2A3	-1.5208165857910148	1.8599167905005035e-64	2.85432427980953e-63
TRIM27	0.5511167951372506	1.924058440824896e-64	2.947209066594375e-63
PTGER4	-1.0526736591436467	2.0064991976415652e-64	3.0677226944805096e-63
USP39	0.45982657017358264	2.35252748655726e-64	3.5900274322013314e-63
PAFAH1B1	-0.5824978872079623	2.38024617397136e-64	3.625537583493946e-63
DUS4L	0.6802862336982818	2.712658832590207e-64	4.124152393055522e-63
PSMA1	0.480718397312657	2.8493014224331032e-64	4.3238281734464356e-63
CCT2	0.8481170928328154	3.020983284420678e-64	4.575835090101135e-63
F13A1	-1.6272747857123893	3.294221302584511e-64	4.980447012015061e-63
PTDSS1	0.6142521553235554	4.208576527188428e-64	6.351053725936758e-63
E2F3	0.7128197275813806	4.510329506317474e-64	6.79384013807414e-63
TMED1	0.5524430139098522	4.9632839227637293e-64	7.4623248499265e-63
ATP5PF	-0.6329793424091186	4.985253824060886e-64	7.481553114598925e-63
EMD	0.7383799159307856	5.570026819576791e-64	8.343777307487367e-63
DDIT4	1.2517717068686398	5.703840089524645e-64	8.528549154043364e-63
STYK1	-0.8140884044189223	5.8708632421143615e-64	8.762209626371783e-63
CHST5	-1.2484663202752273	7.755314079542771e-64	1.1553574850858143e-62
SLC35A1	-0.7479744941149562	8.703823130971886e-64	1.2942966185089396e-62
SPP1	2.519880540770931	1.0284486738225598e-63	1.526562521489989e-62
TBC1D31	0.6686177026250553	1.1965467716459445e-63	1.7728472076623276e-62
TROAP	0.9239244698523423	1.323965332845828e-63	1.9580750448930404e-62
DRAM1	1.0291886026647337	1.4510868768298818e-63	2.1421932897258524e-62
PREB	0.517509166946958	1.5811423186492554e-63	2.3299690333947167e-62
TTC27	0.6032840805401332	1.6484903160379901e-63	2.4248280840060617e-62
TRMT112	0.7543602163429828	1.8427070564762014e-63	2.7056251897701917e-62
LYVE1	-1.3358779750862668	1.8507845803364374e-63	2.712597759921156e-62
SF3B3	0.7603210182874385	2.1193560747885711e-63	3.1006521819483063e-62
CCT6A	0.806731492663836	2.2317415693789413e-63	3.2592225894030454e-62
DDX18	0.6138565891040244	2.3731629988076815e-63	3.4595537168665113e-62
EIF3E	0.5180155486688385	3.13917753014089e-63	4.568063873771092e-62
CASD1	-0.8441896050484958	3.179916431383959e-63	4.619097860846325e-62
CDK5	0.6974956167071014	3.3782156480890857e-63	4.898412689729174e-62
MRPL17	0.6243130763430464	3.7309844608249767e-63	5.40031836079267e-62
POGK	0.5290893852572438	4.046449009817593e-63	5.8465448547878665e-62
MEMO1	0.48767116852291004	4.686327988886718e-63	6.756384123440809e-62
PEX11A	-0.9302311292878853	4.692739494253894e-63	6.756384123440809e-62
NFE2L3	1.26377295461225	4.8584245576032874e-63	6.982592895927547e-62
SNRPC	0.5198152890465693	5.254627538602257e-63	7.538725319026372e-62
GINS3	0.808231710304419	5.371895653512147e-63	7.693423142437694e-62
PSPH	1.0360152488335972	6.201649939384261e-63	8.866183395796902e-62
DCAF13	0.7233457535348862	6.438997027678346e-63	9.176691339604162e-62
POLR3K	0.6587991622006548	6.441363905084771e-63	9.176691339604162e-62
ELOC	0.60966543970072	6.59276750164482e-63	9.375996923368873e-62
ATP5F1A	-0.6055508599880159	6.965382455144098e-63	9.888658820029487e-62
PLS3	1.0850347208774362	7.410998359031789e-63	1.0502995761347834e-61
TSPAN3	-0.9420260135331748	7.471474756901523e-63	1.0570320797567798e-61
MTARC2	-0.7652293632768199	9.161296760053848e-63	1.293854545886981e-61
MEP1A	-2.1004083780655094	1.0720940328742355e-62	1.5115041996353192e-61
PSRC1	0.7758451152767867	1.1134293207406275e-62	1.567070040538061e-61
LYRM4	0.6611765290268306	1.2202166859276487e-62	1.7144044437283464e-61
SRPX	-1.7127962421182854	1.2325136192601742e-62	1.7287011158952082e-61
MB	-1.4083977061647612	1.2996468008435822e-62	1.8197288281914693e-61
PAQR5	-1.2106824459818473	1.4566875867678499e-62	2.036114433031082e-61
PSMC2	0.5452243754074857	1.5963316625453583e-62	2.227484027068857e-61
CTSH	0.9626835923916541	1.7727379892396038e-62	2.4694088674040224e-61
MIOS	0.5026367694845977	1.8749201727329386e-62	2.6072908681912486e-61
CLMN	-0.9055192948721018	1.9085819566166607e-62	2.649579959875497e-61
PARM1	-1.39889271299403	2.090680407505277e-62	2.8974412654354594e-61
SCGB2A1	-2.0121695717776165	2.3152817259296505e-62	3.203264988896557e-61
CDC123	0.5228484802725486	2.4458901923031477e-62	3.3782303689963305e-61
RSRC1	0.6310604577452876	2.462045480230952e-62	3.394789952352289e-61
SLC35A3	-0.9048477694257873	2.5574711448131623e-62	3.520410871466632e-61
TDRD7	-0.5996112197212522	2.715266498792809e-62	3.727130331558972e-61
EXOSC2	0.5881972021246176	2.716793983244606e-62	3.727130331558972e-61
SYNJ2BP	-0.6480678569512346	2.936969841221172e-62	4.0209144382693416e-61
POP1	0.7419482927950778	2.9408086945742146e-62	4.0209144382693416e-61
RNPS1	0.5611691458829355	3.144527480392311e-62	4.2922536746594546e-61
BGN	1.4013683964323427	3.538296580428939e-62	4.821668701323649e-61
RGS16	1.2201460089396203	3.6570824808710313e-62	4.9752195553619424e-61
ACSL4	0.8040844677586936	4.202084460953472e-62	5.7071310453849746e-61
BCAP31	0.5781703573833052	4.545261685583192e-62	6.1629513270910865e-61
RNF10	-0.496375639161748	4.660553018486305e-62	6.308778496286529e-61
GGCT	0.758795527545777	4.928391184808131e-62	6.660275251244023e-61
AAR2	0.6258034916317303	5.3077982791865194e-62	7.16113380415413e-61
EIF5B	0.607463020515576	5.369977722326422e-62	7.233049332105456e-61
OCEL1	-0.7082978202858685	5.604973016378167e-62	7.537116354862323e-61
ALG3	0.5896356159230649	6.319527428873679e-62	8.483991600970611e-61
BARX2	-1.1648566590342009	6.923177797455701e-62	9.279107873596464e-61
TST	-1.0672054472687975	7.4191814351017166e-62	9.927571348874202e-61
KRCC1	-0.8875377781028906	7.609734564486379e-62	1.016585687967205e-60
DPM1	0.681690632235302	9.059886035700032e-62	1.2083307905878815e-60
PSMB4	0.3848427762809159	9.614255700464632e-62	1.2801727075667695e-60
ADCY3	0.6883936284857484	1.0521780379712795e-61	1.3987273786995035e-60
TTF2	0.7191465037790596	1.0846352149758768e-61	1.439526444110492e-60
SDHD	-0.8148182291127899	1.1107212793734618e-61	1.471750846441356e-60
RECQL4	0.7422188186280643	1.2061962487040898e-61	1.5956644855015627e-60
RPS15	0.5567378148111235	1.491940336770479e-61	1.9704735501365694e-60
GPD1L	-0.6611124638076022	1.7429767387409472e-61	2.2983037935275048e-60
ACAA1	-0.7573335794582245	1.890816184223224e-61	2.4892182690202024e-60
POLR1D	0.8555275805158455	2.1848083755730887e-61	2.871613460087919e-60
PALS2	0.928071757352253	2.230490085851598e-61	2.926934574815567e-60
PWP1	0.5411367123029258	2.3186560872712522e-61	3.0377376937577864e-60
SLC29A1	1.0467627245106144	2.3546630807730293e-61	3.079959782539232e-60
TCFL5	1.1865666014505605	2.4648827099056583e-61	3.2189630133046814e-60
TJP3	-0.9826459459722248	2.887716734816325e-61	3.7651205875229167e-60
RBKS	-0.8598582441805434	3.5477895147193506e-61	4.6183605040651737e-60
BRCA2	0.7734851406535013	3.836780894967139e-61	4.986591309902268e-60
PPAN	0.581637888572323	4.5849393225928024e-61	5.949469831179737e-60
RCBTB1	0.6873505707333942	4.8022924538653675e-61	6.221602735540363e-60
LPAR1	-1.0182143463281577	4.9324157360967596e-61	6.380040608484523e-60
FHL1	-1.6283718024388314	5.594885348229459e-61	7.225470792824384e-60
BLOC1S1	-0.6910140329714256	6.157491619173655e-61	7.939461899469322e-60
RHBDF2	0.6593505518100047	6.545736602321706e-61	8.426731054078923e-60
FLNB	-0.815026212358049	8.219957517413161e-61	1.0565368108738147e-59
WDR3	0.6050565544641122	8.2736177475767e-61	1.0617592287401974e-59
GSN	-1.0346885742499268	8.803324504341221e-61	1.1279605563817078e-59
TBL2	0.6663902105578066	9.784827068736385e-61	1.2517512681810488e-59
INTS13	0.6909392637991854	9.806337007891028e-61	1.2525366814624451e-59
PES1	0.5969902471884527	1.0413569690051663e-60	1.3280153271397652e-59
AGK	0.5279220386543768	1.1745452630498488e-60	1.4955264607176902e-59
